id,Y18
4752,24.678888888888906
4753,24.680555555555564
4754,24.61111111111113
4755,24.714722222222235
4756,24.999166666666675
4757,24.879444444444445
4758,24.963055555555567
4759,25.112499999999997
4760,25.120833333333334
4761,25.265555555555547
4762,25.215833333333325
4763,25.231388888888883
4764,25.229999999999997
4765,25.169444444444434
4766,25.19944444444443
4767,25.699999999999992
4768,26.02555555555556
4769,25.97083333333334
4770,25.680277777777768
4771,25.53749999999998
4772,25.820555555555565
4773,25.90527777777779
4774,25.7125
4775,25.562777777777775
4776,25.513888888888893
4777,25.70694444444444
4778,25.53666666666666
4779,25.71666666666666
4780,25.94611111111111
4781,25.545277777777773
4782,25.805277777777775
4783,25.645555555555557
4784,25.495000000000005
4785,25.55111111111111
4786,25.657222222222217
4787,25.259444444444444
4788,25.17833333333333
4789,25.06722222222223
4790,24.975555555555555
4791,24.713055555555567
4792,24.574166666666677
4793,24.014722222222222
4794,24.08166666666666
4795,23.69972222222222
4796,22.778055555555564
4797,21.346388888888885
4798,21.315555555555562
4799,20.91388888888888
4800,19.958055555555568
4801,19.484722222222246
4802,19.071666666666673
4803,18.346666666666657
4804,17.501666666666676
4805,16.68111111111112
4806,16.254166666666674
4807,15.91333333333333
4808,15.175555555555563
4809,14.7425
4810,15.015555555555553
4811,14.538611111111104
4812,14.381111111111117
4813,14.121666666666675
4814,14.075555555555564
4815,13.590833333333348
4816,13.624166666666675
4817,13.381944444444446
4818,12.278611111111115
4819,11.929999999999996
4820,11.394722222222219
4821,11.000833333333327
4822,11.226666666666663
4823,10.44249999999999
4824,10.432222222222215
4825,10.178333333333324
4826,9.376111111111118
4827,8.931111111111118
4828,8.940833333333341
4829,8.938333333333341
4830,8.64305555555555
4831,8.545277777777768
4832,8.355277777777768
4833,8.326666666666659
4834,8.326666666666659
4835,8.560555555555549
4836,8.349166666666658
4837,8.326666666666659
4838,8.343333333333325
4839,8.326666666666659
4840,8.282222222222217
4841,8.325833333333327
4842,8.325833333333327
4843,8.325833333333327
4844,8.325833333333327
4845,8.325833333333327
4846,8.325833333333327
4847,8.326666666666659
4848,8.325833333333327
4849,8.325833333333327
4850,8.325833333333327
4851,8.280555555555551
4852,8.325833333333327
4853,8.325833333333327
4854,8.325833333333327
4855,8.326111111111103
4856,8.319999999999993
4857,8.28555555555555
4858,8.325833333333327
4859,8.325833333333327
4860,9.56194444444444
4861,10.378611111111104
4862,10.444444444444436
4863,10.496666666666659
4864,10.82166666666666
4865,10.426111111111101
4866,10.881388888888882
4867,11.516666666666666
4868,12.164444444444442
4869,13.355833333333335
4870,13.797222222222224
4871,14.004722222222231
4872,14.19277777777779
4873,14.619722222222226
4874,14.62027777777778
4875,14.59472222222222
4876,14.55972222222222
4877,15.19916666666667
4878,15.21333333333334
4879,15.763333333333335
4880,16.211944444444445
4881,16.212500000000013
4882,16.48833333333334
4883,16.622777777777788
4884,17.191944444444438
4885,17.177222222222216
4886,17.2925
4887,17.392777777777784
4888,17.44916666666666
4889,17.53277777777778
4890,17.779999999999998
4891,18.264999999999997
4892,18.174444444444447
4893,18.59194444444445
4894,19.62500000000001
4895,19.79861111111113
4896,19.605555555555565
4897,20.314166666666697
4898,20.176944444444434
4899,20.35388888888888
4900,20.088888888888874
4901,20.060277777777767
4902,20.766666666666655
4903,20.743333333333318
4904,20.762222222222206
4905,21.153333333333325
4906,21.628055555555576
4907,21.66361111111114
4908,21.784722222222243
4909,22.36388888888891
4910,22.486388888888897
4911,22.634722222222223
4912,22.67527777777777
4913,23.060277777777785
4914,23.060277777777785
4915,23.20722222222222
4916,23.169999999999995
4917,23.564166666666665
4918,23.84805555555555
4919,24.04527777777777
4920,24.076111111111114
4921,24.1586111111111
4922,24.04166666666666
4923,24.6863888888889
4924,24.676666666666673
4925,24.629444444444452
4926,24.7713888888889
4927,24.830555555555563
4928,24.796944444444453
4929,24.48138888888889
4930,24.471944444444446
4931,24.65472222222223
4932,24.702500000000008
4933,24.709166666666675
4934,24.73916666666668
4935,24.19916666666666
4936,23.9425
4937,23.13722222222222
4938,22.976944444444456
4939,22.865833333333335
4940,22.759444444444462
4941,22.389166666666682
4942,22.291388888888886
4943,21.075833333333343
4944,20.45916666666667
4945,20.034166666666682
4946,20.054444444444446
4947,19.21777777777778
4948,18.782777777777767
4949,17.931944444444444
4950,17.805555555555546
4951,17.296388888888888
4952,17.368888888888883
4953,17.75194444444445
4954,17.105833333333322
4955,17.182777777777773
4956,17.32777777777777
4957,17.24527777777777
4958,16.973055555555547
4959,16.007499999999997
4960,16.14222222222221
4961,15.809166666666668
4962,14.70722222222222
4963,14.42416666666667
4964,13.849722222222221
4965,13.803055555555561
4966,13.855833333333333
4967,13.281944444444449
4968,13.398611111111114
4969,13.34444444444445
4970,13.30916666666667
4971,12.860555555555555
4972,12.57638888888889
4973,11.906388888888884
4974,11.887499999999998
4975,11.947499999999993
4976,11.906388888888884
4977,11.381111111111109
4978,10.506111111111103
4979,10.511111111111104
4980,10.432222222222215
4981,9.655277777777776
4982,10.237222222222215
4983,9.376111111111118
4984,9.345555555555562
4985,9.049722222222229
4986,8.985277777777783
4987,8.94722222222223
4988,8.973611111111119
4989,9.345555555555562
4990,9.345555555555562
4991,9.655277777777776
4992,10.432222222222215
4993,10.434999999999992
4994,10.209722222222213
4995,9.615555555555554
4996,9.628333333333332
4997,10.432222222222215
4998,10.432222222222215
4999,10.432222222222215
5000,10.437499999999991
5001,10.426111111111101
5002,10.485555555555548
5003,10.497499999999992
5004,10.881388888888882
5005,11.025555555555549
5006,11.031666666666661
5007,11.209444444444442
5008,11.539444444444444
5009,11.926111111111105
5010,12.191944444444442
5011,12.500833333333338
5012,13.297500000000008
5013,13.340555555555559
5014,13.415555555555562
5015,13.762500000000006
5016,14.357222222222227
5017,14.812222222222214
5018,15.87194444444444
5019,16.007777777777772
5020,16.460277777777772
5021,16.363055555555558
5022,16.22722222222222
5023,16.950833333333335
5024,17.054444444444457
5025,16.95361111111111
5026,17.33277777777778
5027,17.390555555555558
5028,17.594166666666656
5029,17.51111111111111
5030,17.407222222222224
5031,17.82194444444444
5032,17.819444444444436
5033,18.16666666666667
5034,18.406666666666673
5035,19.136944444444442
5036,19.402500000000003
5037,20.15361111111114
5038,20.388611111111103
5039,20.149444444444423
5040,20.25611111111111
5041,20.234444444444435
5042,20.30166666666666
5043,20.617222222222214
